Experiment_ID,Parameter,Value,Metric,Time,Mean,Variance,CI_95_Lower,CI_95_Upper
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,delayedTelemetry,30,13.05,0.0,13.05,13.05
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,delayedTelemetry,40,16.1,0.0,16.1,16.1
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,delayedTelemetry,50,16.1,0.0,16.1,16.1
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,delayedTelemetry,60,16.1,0.0,16.1,16.1
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,delayedTelemetry,70,19.15,0.0,19.15,19.15
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,delayedTelemetry,80,19.15,0.0,19.15,19.15
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,delayedTelemetry,90,19.15,0.0,19.15,19.15
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,delayedTelemetry,100,22.2,0.0,22.2,22.2
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,delayedTelemetry,110,22.2,0.0,22.2,22.2
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,delayedTelemetry,120,22.2,0.0,22.2,22.2
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,delayedTelemetry,130,25.25,0.0,25.25,25.25
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,delayedTelemetry,140,25.25,0.0,25.25,25.25
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,delayedTelemetry,150,25.25,0.0,25.25,25.25
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,delayedTelemetry,160,28.3,0.0,28.3,28.3
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,delayedTelemetry,170,28.3,0.0,28.3,28.3
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,delayedTelemetry,180,28.3,0.0,28.3,28.3
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,delayedTelemetry,190,31.35,0.0,31.35,31.35
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,delayedTelemetry,200,31.35,0.0,31.35,31.35
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,delayedTelemetry,210,31.35,0.0,31.35,31.35
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,delayedTelemetry,220,34.4,0.0,34.4,34.4
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,delayedTelemetry,230,34.4,0.0,34.4,34.4
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,delayedTelemetry,240,34.4,0.0,34.4,34.4
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,delayedTelemetry,250,37.45,0.0,37.45,37.45
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,delayedTelemetry,260,37.45,0.0,37.45,37.45
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,delayedTelemetry,270,37.45,0.0,37.45,37.45
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,delayedTelemetry,280,40.5,0.0,40.5,40.5
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,delayedTelemetry,290,40.5,0.0,40.5,40.5
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,delayedTelemetry,300,40.5,0.0,40.5,40.5
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,delayedTelemetry,310,43.55,0.0,43.55,43.55
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,delayedTelemetry,320,43.55,0.0,43.55,43.55
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,delayedTelemetry,330,43.55,0.0,43.55,43.55
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,delayedTelemetry,340,46.6,0.0,46.6,46.6
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,delayedTelemetry,350,46.6,0.0,46.6,46.6
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,delayedTelemetry,360,46.6,0.0,46.6,46.6
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,delayedTelemetry,370,49.65,0.0,49.65,49.65
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,delayedTelemetry,380,49.65,0.0,49.65,49.65
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,delayedTelemetry,390,49.65,0.0,49.65,49.65
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,delayedTelemetry,400,52.7,0.0,52.7,52.7
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,delayedTelemetry,410,52.7,0.0,52.7,52.7
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,delayedTelemetry,420,52.7,0.0,52.7,52.7
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,delayedTelemetry,430,55.75,0.0,55.75,55.75
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,delayedTelemetry,440,55.75,0.0,55.75,55.75
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,delayedTelemetry,450,55.75,0.0,55.75,55.75
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,delayedTelemetry,460,58.8,0.0,58.8,58.8
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,delayedTelemetry,470,58.8,0.0,58.8,58.8
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,delayedTelemetry,480,58.8,0.0,58.8,58.8
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,delayedTelemetry,490,61.85,0.0,61.85,61.85
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,delayedTelemetry,500,61.85,0.0,61.85,61.85
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,processDeviation,0,10,0,10.0,10.0
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,processDeviation,10,13.05,0.0,13.05,13.05
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,processDeviation,20,13.05,0.0,13.05,13.05
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,processDeviation,30,13.05,0.0,13.05,13.05
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,processDeviation,40,16.1,0.0,16.1,16.1
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,processDeviation,50,16.1,0.0,16.1,16.1
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,processDeviation,60,16.1,0.0,16.1,16.1
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,processDeviation,70,19.15,0.0,19.15,19.15
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,processDeviation,80,19.15,0.0,19.15,19.15
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,processDeviation,90,19.15,0.0,19.15,19.15
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,processDeviation,100,22.2,0.0,22.2,22.2
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,processDeviation,110,22.2,0.0,22.2,22.2
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,processDeviation,120,22.2,0.0,22.2,22.2
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,processDeviation,130,25.25,0.0,25.25,25.25
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,processDeviation,140,25.25,0.0,25.25,25.25
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,processDeviation,150,25.25,0.0,25.25,25.25
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,processDeviation,160,28.3,0.0,28.3,28.3
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,processDeviation,170,28.3,0.0,28.3,28.3
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,processDeviation,180,28.3,0.0,28.3,28.3
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,processDeviation,190,31.35,0.0,31.35,31.35
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,processDeviation,200,31.35,0.0,31.35,31.35
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,processDeviation,210,31.35,0.0,31.35,31.35
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,processDeviation,220,34.4,0.0,34.4,34.4
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,processDeviation,230,34.4,0.0,34.4,34.4
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,processDeviation,240,34.4,0.0,34.4,34.4
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,processDeviation,250,37.45,0.0,37.45,37.45
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,processDeviation,260,37.45,0.0,37.45,37.45
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,processDeviation,270,37.45,0.0,37.45,37.45
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,processDeviation,280,40.5,0.0,40.5,40.5
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,processDeviation,290,40.5,0.0,40.5,40.5
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,processDeviation,300,40.5,0.0,40.5,40.5
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,processDeviation,310,43.55,0.0,43.55,43.55
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,processDeviation,320,43.55,0.0,43.55,43.55
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,processDeviation,330,43.55,0.0,43.55,43.55
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,processDeviation,340,46.6,0.0,46.6,46.6
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,processDeviation,350,46.6,0.0,46.6,46.6
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,processDeviation,360,46.6,0.0,46.6,46.6
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,processDeviation,370,49.65,0.0,49.65,49.65
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,processDeviation,380,49.65,0.0,49.65,49.65
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,processDeviation,390,49.65,0.0,49.65,49.65
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,processDeviation,400,52.7,0.0,52.7,52.7
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,processDeviation,410,52.7,0.0,52.7,52.7
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,processDeviation,420,52.7,0.0,52.7,52.7
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,processDeviation,430,55.75,0.0,55.75,55.75
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,processDeviation,440,55.75,0.0,55.75,55.75
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,processDeviation,450,55.75,0.0,55.75,55.75
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,processDeviation,460,58.8,0.0,58.8,58.8
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,processDeviation,470,58.8,0.0,58.8,58.8
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,processDeviation,480,58.8,0.0,58.8,58.8
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,processDeviation,490,61.85,0.0,61.85,61.85
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,processDeviation,500,61.85,0.0,61.85,61.85
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,controlLatency,0,10,0,10.0,10.0
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,controlLatency,10,13.05,0.0,13.05,13.05
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,controlLatency,20,13.05,0.0,13.05,13.05
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,controlLatency,30,13.05,0.0,13.05,13.05
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,controlLatency,40,16.1,0.0,16.1,16.1
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,controlLatency,50,16.1,0.0,16.1,16.1
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,controlLatency,60,16.1,0.0,16.1,16.1
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,controlLatency,70,19.15,0.0,19.15,19.15
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,controlLatency,80,19.15,0.0,19.15,19.15
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,controlLatency,90,19.15,0.0,19.15,19.15
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,controlLatency,100,22.2,0.0,22.2,22.2
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,controlLatency,110,22.2,0.0,22.2,22.2
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,controlLatency,120,22.2,0.0,22.2,22.2
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,controlLatency,130,25.25,0.0,25.25,25.25
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,controlLatency,140,25.25,0.0,25.25,25.25
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,controlLatency,150,25.25,0.0,25.25,25.25
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,controlLatency,160,28.3,0.0,28.3,28.3
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,controlLatency,170,28.3,0.0,28.3,28.3
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,controlLatency,180,28.3,0.0,28.3,28.3
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,controlLatency,190,31.35,0.0,31.35,31.35
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,controlLatency,200,31.35,0.0,31.35,31.35
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,controlLatency,210,31.35,0.0,31.35,31.35
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,controlLatency,220,34.4,0.0,34.4,34.4
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,controlLatency,230,34.4,0.0,34.4,34.4
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,controlLatency,240,34.4,0.0,34.4,34.4
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,controlLatency,250,37.45,0.0,37.45,37.45
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,controlLatency,260,37.45,0.0,37.45,37.45
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,controlLatency,270,37.45,0.0,37.45,37.45
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,controlLatency,280,40.5,0.0,40.5,40.5
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,controlLatency,290,40.5,0.0,40.5,40.5
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,controlLatency,300,40.5,0.0,40.5,40.5
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,controlLatency,310,43.55,0.0,43.55,43.55
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,controlLatency,320,43.55,0.0,43.55,43.55
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,controlLatency,330,43.55,0.0,43.55,43.55
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,controlLatency,340,46.6,0.0,46.6,46.6
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,controlLatency,350,46.6,0.0,46.6,46.6
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,controlLatency,360,46.6,0.0,46.6,46.6
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,controlLatency,370,49.65,0.0,49.65,49.65
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,controlLatency,380,49.65,0.0,49.65,49.65
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,controlLatency,390,49.65,0.0,49.65,49.65
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,controlLatency,400,52.7,0.0,52.7,52.7
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,controlLatency,410,52.7,0.0,52.7,52.7
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,controlLatency,420,52.7,0.0,52.7,52.7
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,controlLatency,430,55.75,0.0,55.75,55.75
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,controlLatency,440,55.75,0.0,55.75,55.75
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,controlLatency,450,55.75,0.0,55.75,55.75
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,controlLatency,460,58.8,0.0,58.8,58.8
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,controlLatency,470,58.8,0.0,58.8,58.8
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,controlLatency,480,58.8,0.0,58.8,58.8
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,controlLatency,490,61.85,0.0,61.85,61.85
EXP-03-TELEMETRY-TRUST-DECAY,telemetryAwareDefense,1,controlLatency,500,61.85,0.0,61.85,61.85
